"SAP_CUST_NUMBER","DOC_NUMBER","DOC_DATE","AMOUNT","CURRENCY","TRX_TYPE","DOC_TYPE","ASSIGNMENT_NUM","NET_DUE_DATE"
"0001047295","9300630008","30-NOV-22","4388.39",DKK,S,RV,"9822182925","14-JAN-23"
"0001047295","9300625445","09-NOV-22","5206.68",DKK,S,RV,"9822179125","14-JAN-23"
"0001047295","9300626790","16-NOV-22","2875.00",DKK,S,RV,"9822180353","14-JAN-23"
"0001047295","9300618948","12-OCT-22","1125.35",DKK,S,RV,"9822173942","15-DEC-22"
"0001047295","9300627357","18-NOV-22","190.99",DKK,S,RV,"9822180918","14-JAN-23"
"0001047295","9300629923","30-NOV-22","6570.33",DKK,S,RV,"9822182865","14-JAN-23"
"0001047295","9300632409","09-DEC-22","2889.09",DKK,S,RV,"9822184940","14-FEB-23"
"0001047295","9300624563","04-NOV-22","759.05",DKK,S,RV,"9822178350","14-JAN-23"
"0001047295","9300625855","11-NOV-22","1391.56",DKK,S,RV,"9822179520","14-JAN-23"
"0001047295","9300617457","05-OCT-22","4764.73",DKK,S,RV,"9822172538","15-DEC-22"
"0001047295","9300630950","02-DEC-22","897.34",DKK,S,RV,"9822183573","14-FEB-23"
"0001047295","9300625466","09-NOV-22","4086.51",DKK,S,RV,"9822179146","14-JAN-23"
"0001047295","9300625352","09-NOV-22","3698.46",DKK,S,RV,"9822179032","14-JAN-23"
"0001047295","9300617438","05-OCT-22","2382.28",DKK,S,RV,"9822172520","15-DEC-22"
"0001047295","9300628072","23-NOV-22","3614.13",DKK,S,RV,"9822181564","14-JAN-23"
"0001047295","9300625873","11-NOV-22","1005.06",DKK,S,RV,"9822179538","14-JAN-23"
"0001047295","9300625407","09-NOV-22","2413.68",DKK,S,RV,"9822179087","14-JAN-23"
"0001047295","9300620436","19-OCT-22","5582.84",DKK,S,RV,"9822175179","15-DEC-22"
"0001047295","9300619633","14-OCT-22","2252.55",DKK,S,RV,"9822174401","15-DEC-22"
"0001047295","9300631776","07-DEC-22","792.94",DKK,S,RV,"9822184326","14-FEB-23"
"0001047295","9300622337","26-OCT-22","7997.93",DKK,S,RV,"9822176307","15-DEC-22"
"0001047295","9300630359","30-NOV-22","8078.75",DKK,S,RV,"9822183028","14-JAN-23"
"0001047295","9300618817","12-OCT-22","2732.43",DKK,S,RV,"9822173810","15-DEC-22"
"0001047295","9300628067","23-NOV-22","5587.13",DKK,S,RV,"9822181548","14-JAN-23"
"0001047295","9300625346","09-NOV-22","4924.08",DKK,S,RV,"9822179026","14-JAN-23"
"0001047295","9300632330","09-DEC-22","2191.05",DKK,S,RV,"9822184863","14-FEB-23"
"0001047295","9300626672","16-NOV-22","7731.24",DKK,S,RV,"9822180237","14-JAN-23"
"0001047295","9300622369","26-OCT-22","7055.76",DKK,S,RV,"9822176339","15-DEC-22"
"0001047295","9300622124","26-OCT-22","7879.18",DKK,S,RV,"9822176193","15-DEC-22"
"0001047295","9300618908","12-OCT-22","1426.43",DKK,S,RV,"9822173904","15-DEC-22"
"0001047295","9300618813","12-OCT-22","3591.49",DKK,S,RV,"9822173805","15-DEC-22"
"0001047295","9300625360","09-NOV-22","1591.68",DKK,S,RV,"9822179040","14-JAN-23"
"0001047295","9300625508","09-NOV-22","996.03",DKK,S,RV,"9822179188","14-JAN-23"
"0001047295","9300617401","05-OCT-22","2183.13",DKK,S,RV,"9822172482","15-DEC-22"
"0001047295","9300628722","25-NOV-22","30.33",DKK,S,RV,"9822182096","14-JAN-23"
"0001047295","1400013418","18-OCT-22","14.65",DKK,S,DZ,"1239376","03-DEC-22"
"0001047295","9300622907","28-OCT-22","668.08",DKK,S,RV,"9822176865","15-DEC-22"
"0001047295","9300625491","09-NOV-22","3216.35",DKK,S,RV,"9822179171","14-JAN-23"
"0001047295","9300618945","12-OCT-22","4036.30",DKK,S,RV,"9822173939","15-DEC-22"
"0001047295","9300622304","26-OCT-22","6401.59",DKK,S,RV,"9822176274","15-DEC-22"
"0001047295","9300626622","16-NOV-22","4603.43",DKK,S,RV,"9822180182","14-JAN-23"
"0001047295","9300621150","21-OCT-22","708.25",DKK,S,RV,"9822175576","15-DEC-22"
"0001047295","9300623820","02-NOV-22","7291.94",DKK,S,RV,"9822177630","14-JAN-23"
"0001047295","9300617469","05-OCT-22","6221.66",DKK,S,RV,"9822172551","15-DEC-22"
"0001047295","9300627375","18-NOV-22","1288.45",DKK,S,RV,"9822180933","14-JAN-23"
"0001047295","9300623944","02-NOV-22","6012.24",DKK,S,RV,"9822177756","14-JAN-23"
"0001047295","9300623834","02-NOV-22","5331.98",DKK,S,RV,"9822177644","14-JAN-23"
"0001047295","9300630016","30-NOV-22","4793.70",DKK,S,RV,"9822182932","14-JAN-23"
"0001047295","9300617487","05-OCT-22","8377.46",DKK,S,RV,"9822172568","15-DEC-22"
"0001047295","9300622139","26-OCT-22","5038.90",DKK,S,RV,"9822176208","15-DEC-22"
"0001047295","9300623832","02-NOV-22","3851.51",DKK,S,RV,"9822177642","14-JAN-23"
"0001047295","9300623815","02-NOV-22","4233.14",DKK,S,RV,"9822177625","14-JAN-23"
"0001047295","9300627223","17-NOV-22","1150.00",DKK,S,RV,"9822180783","14-JAN-23"
"0001047295","9300626634","16-NOV-22","3237.08",DKK,S,RV,"9822180194","14-JAN-23"
"0001047295","9300630222","30-NOV-22","11860.99",DKK,S,RV,"9822182958","14-JAN-23"
"0001047295","9300628032","23-NOV-22","2494.34",DKK,S,RV,"9822181524","14-JAN-23"
"0001047295","9300623857","02-NOV-22","4928.24",DKK,S,RV,"9822177669","14-JAN-23"
"0001047295","9300619001","12-OCT-22","3863.16",DKK,S,RV,"9822173996","15-DEC-22"
"0001047295","9300631879","07-DEC-22","8189.30",DKK,S,RV,"9822184429","14-FEB-23"
"0001047295","9300623825","02-NOV-22","8406.90",DKK,S,RV,"9822177635","14-JAN-23"
"0001047295","9300623863","02-NOV-22","4537.00",DKK,S,RV,"9822177675","14-JAN-23"
"0001047295","9300628028","23-NOV-22","3086.38",DKK,S,RV,"9822181520","14-JAN-23"
"0001047295","9300630942","02-DEC-22","1055.25",DKK,S,RV,"9822183565","14-FEB-23"
"0001047295","9300625516","09-NOV-22","1490.11",DKK,S,RV,"9822179195","14-JAN-23"
"0001047295","9300630319","30-NOV-22","3342.40",DKK,S,RV,"9822182988","14-JAN-23"
"0001047295","9300626774","16-NOV-22","4227.75",DKK,S,RV,"9822180336","14-JAN-23"
"0001047295","9300626766","16-NOV-22","2744.10",DKK,S,RV,"9822180329","14-JAN-23"
"0001047295","9300625442","09-NOV-22","2447.21",DKK,S,RV,"9822179122","14-JAN-23"
"0001047295","9300622313","26-OCT-22","4736.10",DKK,S,RV,"9822176283","15-DEC-22"
"0001047295","9300620437","19-OCT-22","5064.45",DKK,S,RV,"9822175180","15-DEC-22"
"0001047295","9300621187","21-OCT-22","1597.49",DKK,S,RV,"9822175610","15-DEC-22"
"0001047295","9300624583","04-NOV-22","1040.43",DKK,S,RV,"9822178369","14-JAN-23"
"0001047295","9300622910","28-OCT-22","4974.20",DKK,S,RV,"9822176867","15-DEC-22"
"0001047295","9300628102","23-NOV-22","5937.90",DKK,S,RV,"9822181593","14-JAN-23"
"0001047295","1400012849","16-AUG-22","418.75",DKK,S,DZ,"7050602","30-SEP-22"
"0001047295","9300630381","30-NOV-22","9352.90",DKK,S,RV,"9822183044","14-JAN-23"
"0001047295","9300626677","16-NOV-22","2443.85",DKK,S,RV,"9822180241","14-JAN-23"
"0001047295","9300619588","14-OCT-22","2211.25",DKK,S,RV,"9822174357","15-DEC-22"
"0001047295","9300621230","21-OCT-22","615.56",DKK,S,RV,"9822175634","15-DEC-22"
"0001047295","9300620508","19-OCT-22","3695.75",DKK,S,RV,"9822175251","15-DEC-22"
"0001047295","9300623928","02-NOV-22","3415.28",DKK,S,RV,"9822177740","14-JAN-23"
"0001047295","9300622378","26-OCT-22","6350.43",DKK,S,RV,"9822176348","15-DEC-22"
"0001047295","9300617477","05-OCT-22","3799.96",DKK,S,RV,"9822172558","15-DEC-22"
"0001047295","9300629924","30-NOV-22","5029.94",DKK,S,RV,"9822182866","14-JAN-23"
"0001047295","9300625439","09-NOV-22","1185.91",DKK,S,RV,"9822179119","14-JAN-23"
"0001047295","9300624557","04-NOV-22","1651.56",DKK,S,RV,"9822178343","14-JAN-23"
"0001047295","9300627212","17-NOV-22","1437.50",DKK,S,RV,"9822180772","14-JAN-23"
"0001047295","9300623856","02-NOV-22","2630.81",DKK,S,RV,"9822177668","14-JAN-23"
"0001047295","9300631721","07-DEC-22","7753.70",DKK,S,RV,"9822184270","14-FEB-23"
"0001047295","9300623948","02-NOV-22","2570.88",DKK,S,RV,"9822177760","14-JAN-23"
"0001047295","9300623874","02-NOV-22","1003.04",DKK,S,RV,"9822177686","14-JAN-23"
"0001047295","9300627415","18-NOV-22","290.58",DKK,S,RV,"9822180973","14-JAN-23"
"0001047295","9300625406","09-NOV-22","1568.83",DKK,S,RV,"9822179086","14-JAN-23"
"0001047295","9300625426","09-NOV-22","803.49",DKK,S,RV,"9822179113","14-JAN-23"
"0001047295","9300623819","02-NOV-22","9726.14",DKK,S,RV,"9822177629","14-JAN-23"
"0001047295","9300626764","16-NOV-22","2334.13",DKK,S,RV,"9822180328","14-JAN-23"
"0001047295","9300622173","26-OCT-22","5539.39",DKK,S,RV,"9822176242","15-DEC-22"
"0001047295","9300625856","11-NOV-22","1333.48",DKK,S,RV,"9822179521","14-JAN-23"
"0001047295","9300627201","17-NOV-22","2012.50",DKK,S,RV,"9822180761","14-JAN-23"
"0001047295","9300622119","26-OCT-22","7615.25",DKK,S,RV,"9822176188","15-DEC-22"
"0001047295","1400013052","06-SEP-22","418.75",DKK,S,DZ,"9230551","21-OCT-22"
"0001047295","9300626617","16-NOV-22","6675.45",DKK,S,RV,"9822180177","14-JAN-23"
"0001047295","9300618826","12-OCT-22","1630.49",DKK,S,RV,"9822173819","15-DEC-22"
"0001047295","1400012606","18-JUL-22","418.75",DKK,S,DZ,"6064838","02-SEP-22"
"0001047295","9300629964","30-NOV-22","8817.61",DKK,S,RV,"9822182907","14-JAN-23"
"0001047295","9300617358","05-OCT-22","3615.68",DKK,S,RV,"9822172436","15-DEC-22"
"0001047295","9300631826","07-DEC-22","5660.11",DKK,S,RV,"9822184376","14-FEB-23"
"0001047295","9300622116","26-OCT-22","6168.86",DKK,S,RV,"9822176185","15-DEC-22"
"0001047295","1400013418","18-OCT-22","440.00",DKK,S,DZ,"3402406","03-DEC-22"
"0001047295","9300628153","23-NOV-22","219.25",DKK,S,RV,"9822181645","14-JAN-23"
"0001047295","1400013418","18-OCT-22","296.38",DKK,S,DZ,"3402404","03-DEC-22"
"0001047295","9300627169","17-NOV-22","1725.00",DKK,S,RV,"9822180730","14-JAN-23"
"0001047295","9300624565","04-NOV-22","2052.99",DKK,S,RV,"9822178352","14-JAN-23"
"0001047295","9300621144","21-OCT-22","725.10",DKK,S,RV,"9822175572","15-DEC-22"
"0001047295","1400013418","18-OCT-22","418.75",DKK,S,DZ,"1239361","03-DEC-22"
"0001047295","9300627356","18-NOV-22","987.99",DKK,S,RV,"9822180916","14-JAN-23"
"0001047295","9300624664","04-NOV-22","1105.03",DKK,S,RV,"9822178450","14-JAN-23"
"0001047295","9300617966","07-OCT-22","841.16",DKK,S,RV,"9822173038","15-DEC-22"
"0001047295","9300627381","18-NOV-22","1072.51",DKK,S,RV,"9822180939","14-JAN-23"
"0001047295","9300618799","12-OCT-22","5220.09",DKK,S,RV,"9822173792","15-DEC-22"
"0001047295","9300626747","16-NOV-22","3115.68",DKK,S,RV,"9822180310","14-JAN-23"
"0001047295","9300631715","07-DEC-22","3026.31",DKK,S,RV,"9822184264","14-FEB-23"
"0001047295","9300617412","05-OCT-22","2216.40",DKK,S,RV,"9822172493","15-DEC-22"
"0001047295","9300626637","16-NOV-22","5917.51",DKK,S,RV,"9822180197","14-JAN-23"
"0001047295","9300631853","07-DEC-22","25065.95",DKK,S,RV,"9822184403","14-FEB-23"
"0001047295","9300626651","16-NOV-22","1667.91",DKK,S,RV,"9822180212","14-JAN-23"
"0001047295","9300631748","07-DEC-22","7694.08",DKK,S,RV,"9822184297","14-FEB-23"
"0001047295","9300630320","30-NOV-22","24923.96",DKK,S,RV,"9822182989","14-JAN-23"
"0001047295","9300627417","18-NOV-22","2694.18",DKK,S,RV,"9822180975","14-JAN-23"
"0001047295","9300626693","16-NOV-22","2977.96",DKK,S,RV,"9822180257","14-JAN-23"
"0001047295","9300631822","07-DEC-22","4824.96",DKK,S,RV,"9822184372","14-FEB-23"
"0001047295","9300626746","16-NOV-22","3036.76",DKK,S,RV,"9822180309","14-JAN-23"
"0001047295","9300618833","12-OCT-22","1407.16",DKK,S,RV,"9822173826","15-DEC-22"
"0001047295","9300625469","09-NOV-22","2703.58",DKK,S,RV,"9822179149","14-JAN-23"
"0001047295","9300628125","23-NOV-22","7089.64",DKK,S,RV,"9822181616","14-JAN-23"
"0001047295","9300618879","12-OCT-22","1588.38",DKK,S,RV,"9822173874","15-DEC-22"
"0001047295","9300622138","26-OCT-22","5477.33",DKK,S,RV,"9822176207","15-DEC-22"
"0001047295","9300618871","12-OCT-22","908.09",DKK,S,RV,"9822173867","15-DEC-22"
"0001047295","9300628107","23-NOV-22","8352.79",DKK,S,RV,"9822181598","14-JAN-23"
"0001047295","9300631727","07-DEC-22","1087.25",DKK,S,RV,"9822184276","14-FEB-23"
"0001047295","9300621239","21-OCT-22","1523.18",DKK,S,RV,"9822175642","15-DEC-22"
"0001047295","9300629925","30-NOV-22","11210.91",DKK,S,RV,"9822182867","14-JAN-23"
"0001047295","9300621158","21-OCT-22","407.88",DKK,S,RV,"9822175600","15-DEC-22"
"0001047295","9300617383","05-OCT-22","2770.95",DKK,S,RV,"9822172461","15-DEC-22"
"0001047295","9300620506","19-OCT-22","5071.65",DKK,S,RV,"9822175249","15-DEC-22"
"0001047295","9300628131","23-NOV-22","6413.60",DKK,S,RV,"9822181622","14-JAN-23"
"0001047295","9300621228","21-OCT-22","1198.49",DKK,S,RV,"9822175632","15-DEC-22"
"0001047295","9300622343","26-OCT-22","5280.84",DKK,S,RV,"9822176313","15-DEC-22"
"0001047295","9300625365","09-NOV-22","1089.36",DKK,S,RV,"9822179045","14-JAN-23"
"0001047295","9300631756","07-DEC-22","1598.30",DKK,S,RV,"9822184308","14-FEB-23"
"0001047295","9300620435","19-OCT-22","5193.30",DKK,S,RV,"9822175178","15-DEC-22"
"0001047295","1400013052","06-SEP-22","349.96",DKK,S,DZ,"9225377","21-OCT-22"
"0001047295","9300626632","16-NOV-22","1242.05",DKK,S,RV,"9822180192","14-JAN-23"
"0001047295","9300622121","26-OCT-22","5441.93",DKK,S,RV,"9822176190","15-DEC-22"
"0001047295","9300550764","05-JAN-22",-403.00,DKK,H,RV,"9822099257","31-JAN-22"
"0001047295","9300624587","04-NOV-22","1070.99",DKK,S,RV,"9822178374","14-JAN-23"
"0001047295","9300628150","23-NOV-22","2070.55",DKK,S,RV,"9822181641","14-JAN-23"
"0001047295","9300625845","11-NOV-22","686.64",DKK,S,RV,"9822179510","14-JAN-23"
"0001047295","9300618966","12-OCT-22","2660.69",DKK,S,RV,"9822173960","15-DEC-22"
"0001047295","9300628033","23-NOV-22","4944.33",DKK,S,RV,"9822181525","14-JAN-23"
"0001047295","9300629928","30-NOV-22","3205.44",DKK,S,RV,"9822182870","14-JAN-23"
"0001047295","9300623877","02-NOV-22","16357.49",DKK,S,RV,"9822177688","14-JAN-23"
"0001047295","9300626773","16-NOV-22","2300.00",DKK,S,RV,"9822180337","14-JAN-23"
"0001047295","9300624610","04-NOV-22","4927.65",DKK,S,RV,"9822178396","14-JAN-23"
"0001047295","9300623896","02-NOV-22","5781.21",DKK,S,RV,"9822177708","14-JAN-23"
"0001047295","9300618812","12-OCT-22","959.00",DKK,S,RV,"9822173806","15-DEC-22"
"0007016602","9300548502","30-NOV-22","1616.26",NOK,S,RV,"9880019600","29-JAN-23"
"0001047295","9300631777","07-DEC-22","5345.71",DKK,S,RV,"9822184327","14-FEB-23"
"0001047295","9300631719","07-DEC-22","1961.54",DKK,S,RV,"9822184268","14-FEB-23"
"0001047295","9300630009","30-NOV-22","2239.88",DKK,S,RV,"9822182926","14-JAN-23"
"0001047295","9300617494","05-OCT-22","5991.53",DKK,S,RV,"9822172575","15-DEC-22"
"0001047295","9300628667","25-NOV-22","1334.19",DKK,S,RV,"9822182048","14-JAN-23"
"0001047295","9300626626","16-NOV-22","2875.00",DKK,S,RV,"9822180186","14-JAN-23"
"0001047295","9300622311","26-OCT-22","6803.78",DKK,S,RV,"9822176281","15-DEC-22"
"0001047295","9300626630","16-NOV-22","2875.00",DKK,S,RV,"9822180190","14-JAN-23"
"0001047295","9300625374","09-NOV-22","2812.53",DKK,S,RV,"9822179054","14-JAN-23"
"0001047295","9300625477","09-NOV-22","1897.86",DKK,S,RV,"9822179157","14-JAN-23"
"0001047295","9300620482","19-OCT-22","1374.23",DKK,S,RV,"9822175225","15-DEC-22"
"0001047295","9300629952","30-NOV-22","1683.93",DKK,S,RV,"9822182894","14-JAN-23"
"0001047295","9300626726","16-NOV-22","3619.93",DKK,S,RV,"9822180289","14-JAN-23"
"0001047295","9300617445","05-OCT-22","1614.23",DKK,S,RV,"9822172526","15-DEC-22"
"0001047295","9300627186","17-NOV-22","2300.00",DKK,S,RV,"9822180746","14-JAN-23"
"0001047295","9300627193","17-NOV-22","2012.50",DKK,S,RV,"9822180752","14-JAN-23"
"0001047295","9300622833","28-OCT-22","161.95",DKK,S,RV,"9822176789","15-DEC-22"
"0001047295","9300631720","07-DEC-22","2308.76",DKK,S,RV,"9822184269","14-FEB-23"
"0001047295","9300626788","16-NOV-22","2012.50",DKK,S,RV,"9822180351","14-JAN-23"
"0001047295","9300626710","16-NOV-22","4079.95",DKK,S,RV,"9822180274","14-JAN-23"
"0001047295","9300631836","07-DEC-22","2008.33",DKK,S,RV,"9822184388","14-FEB-23"
"0001047295","9300617360","05-OCT-22","2140.11",DKK,S,RV,"9822172438","15-DEC-22"
"0001047295","9300625400","09-NOV-22","1412.33",DKK,S,RV,"9822179080","14-JAN-23"
"0001047295","9300620462","19-OCT-22","5587.34",DKK,S,RV,"9822175206","15-DEC-22"
"0001047295","9300628143","23-NOV-22","6151.23",DKK,S,RV,"9822181634","14-JAN-23"
"0001047295","9300617458","05-OCT-22","6026.90",DKK,S,RV,"9822172539","15-DEC-22"
"0001047295","9300628020","23-NOV-22","6283.81",DKK,S,RV,"9822181513","14-JAN-23"
"0001047295","9300618940","12-OCT-22","2601.79",DKK,S,RV,"9822173935","15-DEC-22"
"0001047295","9300619637","14-OCT-22","2002.96",DKK,S,RV,"9822174404","15-DEC-22"
"0001047295","9300626711","16-NOV-22","4076.74",DKK,S,RV,"9822180275","14-JAN-23"
"0001047295","9300617407","05-OCT-22","1703.09",DKK,S,RV,"9822172488","15-DEC-22"
"0001047295","9300623840","02-NOV-22","4172.99",DKK,S,RV,"9822177650","14-JAN-23"
"0001047295","9300627199","17-NOV-22","1437.50",DKK,S,RV,"9822180759","14-JAN-23"
"0001047295","1400012606","18-JUL-22","2959.69",DKK,S,DZ,"6064766","02-SEP-22"
"0001047295","9300622869","28-OCT-22","1072.85",DKK,S,RV,"9822176825","15-DEC-22"
"0001047295","9300619716","17-OCT-22","53025.38",DKK,S,RV,"9822174480","15-DEC-22"
"0001047295","9300628135","23-NOV-22","6045.93",DKK,S,RV,"9822181626","14-JAN-23"
"0001047295","9300623812","02-NOV-22","6936.84",DKK,S,RV,"9822177622","14-JAN-23"
"0001047295","9300623900","02-NOV-22","4021.03",DKK,S,RV,"9822177712","14-JAN-23"
"0001047295","9300622357","26-OCT-22","7191.40",DKK,S,RV,"9822176328","15-DEC-22"
"0001047295","9300626757","16-NOV-22","3422.54",DKK,S,RV,"9822180320","14-JAN-23"
"0001047295","9300617361","05-OCT-22","4695.16",DKK,S,RV,"9822172439","15-DEC-22"
"0001047295","9300620323","19-OCT-22","5377.74",DKK,S,RV,"9822175066","15-DEC-22"
"0001047295","9300623793","02-NOV-22","5387.14",DKK,S,RV,"9822177603","14-JAN-23"
"0001047295","9300628068","23-NOV-22","4046.75",DKK,S,RV,"9822181560","14-JAN-23"
"0001047295","9300627363","18-NOV-22","30.33",DKK,S,RV,"9822180924","14-JAN-23"
"0001047295","9300618965","12-OCT-22","2656.26",DKK,S,RV,"9822173959","15-DEC-22"
"0001047295","9300628073","23-NOV-22","8732.81",DKK,S,RV,"9822181565","14-JAN-23"
"0001047295","9300625498","09-NOV-22","1937.79",DKK,S,RV,"9822179178","14-JAN-23"
"0001047295","9300618874","12-OCT-22","1664.76",DKK,S,RV,"9822173870","15-DEC-22"
"0001047295","9300621184","21-OCT-22","2204.30",DKK,S,RV,"9822175607","15-DEC-22"
"0001047295","9300620367","19-OCT-22","9389.25",DKK,S,RV,"9822175108","15-DEC-22"
"0001047295","9300629939","30-NOV-22","4629.66",DKK,S,RV,"9822182881","14-JAN-23"
"0001047295","9300617464","05-OCT-22","4188.66",DKK,S,RV,"9822172545","15-DEC-22"
"0001047295","9300628041","23-NOV-22","8146.34",DKK,S,RV,"9822181532","14-JAN-23"
"0001047295","9300626777","16-NOV-22","3541.66",DKK,S,RV,"9822180340","14-JAN-23"
"0001047295","9300618903","12-OCT-22","2863.01",DKK,S,RV,"9822173899","15-DEC-22"
"0001047295","9300623837","02-NOV-22","2487.18",DKK,S,RV,"9822177647","14-JAN-23"
"0001047295","9300628056","23-NOV-22","9006.59",DKK,S,RV,"9822181549","14-JAN-23"
"0001047295","9300623932","02-NOV-22","1322.49",DKK,S,RV,"9822177744","14-JAN-23"
"0001047295","9300625371","09-NOV-22","1308.09",DKK,S,RV,"9822179051","14-JAN-23"
"0001047295","9300627178","17-NOV-22","2012.50",DKK,S,RV,"9822180738","14-JAN-23"
"0001047295","9300618948","12-OCT-22","1125.35",DKK,S,RV,"9822173942","15-DEC-22"
"0001047295","9300625862","11-NOV-22","2584.09",DKK,S,RV,"9822179527","14-JAN-23"
"0001047295","9300620416","19-OCT-22","4616.36",DKK,S,RV,"9822175159","15-DEC-22"
"0001047295","1400011871","20-APR-22","138.58",DKK,S,DZ,"9397856","05-JUL-22"
"0001047295","9300629995","30-NOV-22","8609.28",DKK,S,RV,"9822182913","14-JAN-23"
"0001047295","9300626783","16-NOV-22","3545.26",DKK,S,RV,"9822180346","14-JAN-23"
"0001047295","9300623807","02-NOV-22","2399.01",DKK,S,RV,"9822177618","14-JAN-23"
"0001047295","9300618902","12-OCT-22","2170.59",DKK,S,RV,"9822173898","15-DEC-22"
"0001047295","9300631855","07-DEC-22","1661.85",DKK,S,RV,"9822184405","14-FEB-23"
"0001047295","9300630011","30-NOV-22","9595.00",DKK,S,RV,"9822182929","14-JAN-23"
"0001047295","9300625401","09-NOV-22","3520.50",DKK,S,RV,"9822179081","14-JAN-23"
"0001177000","9301923632","07-DEC-22","8486.66",EUR,S,RV,"9841036454","07-DEC-22"
"0001047295","9300631766","07-DEC-22","1508.39",DKK,S,RV,"9822184316","14-FEB-23"
"0001047295","9300631880","07-DEC-22","3488.36",DKK,S,RV,"9822184430","14-FEB-23"
"0001047295","9300617421","05-OCT-22","1864.14",DKK,S,RV,"9822172503","15-DEC-22"
"0001047295","9300632403","09-DEC-22","1766.06",DKK,S,RV,"9822184934","14-FEB-23"
"0001047295","9300625368","09-NOV-22","2269.59",DKK,S,RV,"9822179048","14-JAN-23"
"0001047295","9300622908","28-OCT-22","2166.05",DKK,S,RV,"9822176864","15-DEC-22"
"0001047295","9300618950","12-OCT-22","2055.68",DKK,S,RV,"9822173944","15-DEC-22"
"0001047295","9300620345","19-OCT-22","4179.95",DKK,S,RV,"9822175088","15-DEC-22"
"0001047295","9300626656","16-NOV-22","2587.50",DKK,S,RV,"9822180216","14-JAN-23"
"0001047295","9300622390","26-OCT-22","3159.09",DKK,S,RV,"9822176360","15-DEC-22"
"0001047295","9300627165","17-NOV-22","1725.00",DKK,S,RV,"9822180726","14-JAN-23"
"0001047295","9300625413","09-NOV-22","4297.93",DKK,S,RV,"9822179093","14-JAN-23"
"0001047295","9300622118","26-OCT-22","5329.40",DKK,S,RV,"9822176187","15-DEC-22"
"0001047295","9300620523","19-OCT-22","1418.84",DKK,S,RV,"9822175266","15-DEC-22"
"0001047295","9300619590","14-OCT-22","859.33",DKK,S,RV,"9822174359","15-DEC-22"
"0001047295","9300630957","02-DEC-22","9793.14",DKK,S,RV,"9822183579","14-FEB-23"
"0001047295","9300621143","21-OCT-22","1925.75",DKK,S,RV,"9822175570","15-DEC-22"
"0001047295","9300620360","19-OCT-22","57828.13",DKK,S,RV,"9822175101","15-DEC-22"
"0001047295","9300625381","09-NOV-22","2489.93",DKK,S,RV,"9822179063","14-JAN-23"
"0001047295","9300628043","23-NOV-22","8553.80",DKK,S,RV,"9822181535","14-JAN-23"
"0001047295","9300630007","30-NOV-22","6327.83",DKK,S,RV,"9822182924","14-JAN-23"
"0001047295","9300617482","05-OCT-22","4204.41",DKK,S,RV,"9822172563","15-DEC-22"
"0001047295","9300628096","23-NOV-22","3323.36",DKK,S,RV,"9822181587","14-JAN-23"
"0001047295","9300631736","07-DEC-22","9288.43",DKK,S,RV,"9822184285","14-FEB-23"
"0001047295","1400013052","06-SEP-22","183.00",DKK,S,DZ,"9250161","21-OCT-22"
"0001047295","9300628141","23-NOV-22","3217.69",DKK,S,RV,"9822181632","14-JAN-23"
"0001047295","9300625474","09-NOV-22","1833.00",DKK,S,RV,"9822179154","14-JAN-23"
"0001047295","9300622367","26-OCT-22","7852.69",DKK,S,RV,"9822176337","15-DEC-22"
"0001047295","9300626650","16-NOV-22","5869.31",DKK,S,RV,"9822180210","14-JAN-23"
"0001047295","9300622806","28-OCT-22","719.05",DKK,S,RV,"9822176762","15-DEC-22"
"0001047295","9300625411","09-NOV-22","2010.91",DKK,S,RV,"9822179091","14-JAN-23"
"0001047295","9300622112","26-OCT-22","4192.83",DKK,S,RV,"9822176181","15-DEC-22"
"0001047295","9300626769","16-NOV-22","1134.84",DKK,S,RV,"9822180332","14-JAN-23"
"0001177000","0100458950","30-SEP-22",-1050.31,EUR,H,AB,PROFORMA 982900037,"30-SEP-22"
"0001047295","9300627184","17-NOV-22","2300.00",DKK,S,RV,"9822180744","14-JAN-23"
"0001047295","9300626610","16-NOV-22","3240.53",DKK,S,RV,"9822180170","14-JAN-23"
"0001047295","9300625855","11-NOV-22","1391.56",DKK,S,RV,"9822179520","14-JAN-23"
"0001047295","9300622352","26-OCT-22","4202.39",DKK,S,RV,"9822176322","15-DEC-22"
"0001047295","9300617455","05-OCT-22","1900.75",DKK,S,RV,"9822172535","15-DEC-22"
"0001047295","9300622177","26-OCT-22","5551.10",DKK,S,RV,"9822176243","15-DEC-22"
"0001047295","9300627069","17-NOV-22","1725.00",DKK,S,RV,"9822180636","14-JAN-23"
"0001047295","9300618004","07-OCT-22","449.44",DKK,S,RV,"9822173075","15-DEC-22"
"0001047295","9300628016","23-NOV-22","8410.74",DKK,S,RV,"9822181508","14-JAN-23"
"0001047295","9300625331","09-NOV-22","3873.89",DKK,S,RV,"9822179011","14-JAN-23"
"0001047295","9300625463","09-NOV-22","1397.53",DKK,S,RV,"9822179143","14-JAN-23"
"0001047295","9300621171","21-OCT-22","680.95",DKK,S,RV,"9822175603","15-DEC-22"
"0001047295","9300624571","04-NOV-22","382.01",DKK,S,RV,"9822178358","14-JAN-23"
"0001047295","9300617973","07-OCT-22","924.33",DKK,S,RV,"9822173043","15-DEC-22"
"0001047295","9300626687","16-NOV-22","2300.00",DKK,S,RV,"9822180251","14-JAN-23"
